prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,Baseflow
0,29.78,14.2,21.99,334.46,262.63,-0.16,0.5,0.52,54.48,3.07,2.24,1.32,0,0.67,1.59,49.55,161.61,440.09,652.84,651.52,150,4.343466667,30-12-1984,0
0,30.07,16.29,23.18,367.22,261.37,0.11,1.24,1.24,67.59,2.79,1.99,1.08,0.24,0.62,2.33,49.42,161.16,439.81,652.72,651.64,150,4.344266667,31-12-1984,0
0.07,29.7,17.33,23.52,395.42,65.64,-2.45,1.05,2.67,96.94,1.23,1.24,1.24,0.96,0.05,11.64,56.49,142.14,598.64,808.91,807.74,150,5.384933333,01-01-1985,0
11.09,23.52,15.84,19.68,382.17,114.99,-0.87,0.71,1.12,88.96,1.81,1.43,1.42,0.77,0.32,13.1,56.39,142.05,598.4,809.94,819.61,150,5.464066667,02-01-1985,0
0.01,23.81,14.23,19.02,348.29,204.47,-0.53,-1.89,1.96,79.56,2.53,2.09,1.87,0.33,0.76,13.12,56.23,141.85,598.11,809.31,807.45,150,5.383,03-01-1985,0
0,26.27,13.81,20.04,318.96,266.52,-0.59,-0.79,0.99,81.89,2.81,2.26,1.84,0,1.33,12.46,55.95,141.56,597.61,807.58,805.74,150,5.3716,04-01-1985,0
0,27.61,14.58,21.1,333.76,262.09,0.95,0.21,0.97,81.14,3.06,2.36,1.68,0,1.39,11.8,55.7,141.25,597.15,805.9,804.22,150,5.361466667,05-01-1985,0
0,28.37,15.71,22.04,343.09,260.65,0.54,0.71,0.89,75.9,2.78,2.26,1.45,0,1.49,11.19,55.44,140.96,596.64,804.23,802.78,150,5.351866667,06-01-1985,0
0,28.81,16.4,22.6,348.48,245.57,1.03,0.88,1.35,79.69,2.97,2.39,1.5,0,1.21,10.68,55.2,140.68,596.22,802.78,801.28,150,5.341866667,07-01-1985,0
0,28.39,17.35,22.87,361.67,240.09,0.53,0.57,0.78,84.02,2.95,2.39,1.46,0.01,1.1,10.47,55,140.45,595.79,801.71,800.25,150,5.335,08-01-1985,0
0,28.95,17.27,23.11,363.84,200.07,-0.08,0.3,0.31,82.9,2.82,2.34,1.4,0.26,0.89,10.36,54.79,140.21,595.41,800.77,799.37,150,5.329133333,09-01-1985,0
0,28.68,17.51,23.1,365.36,247.35,0.78,-0.18,0.8,76.62,2.61,2.19,1.29,0.05,1.17,10.09,54.58,139.92,594.97,799.56,798.27,150,5.3218,10-01-1985,0
0,28.3,16.92,22.61,366.95,227.33,0.07,0.76,0.76,82.18,3.02,2.41,1.47,1.77,0.67,10.27,54.4,139.73,594.6,799,797.53,150,5.316866667,11-01-1985,0
0,28.01,17.18,22.6,352.59,259.32,-0.08,0.46,0.47,71.83,2.67,2.15,1.25,0.01,1.31,9.93,54.2,139.47,594.14,797.74,796.49,150,5.309933333,12-01-1985,0
0,28.42,16.55,22.48,360.41,231.94,0.11,0.02,0.11,78.2,2.61,2.18,1.34,0.14,1.29,9.67,53.98,139.21,593.68,796.54,795.2,150,5.301333333,13-01-1985,0
0.65,27.74,16.47,22.1,348.95,254.25,-0.84,-0.63,1.05,71.59,2.44,2.09,1.14,0.21,1.32,9.5,53.76,138.94,593.21,795.41,794.92,150,5.299466667,14-01-1985,0
0,28.73,17,22.86,349.03,251.11,0.71,-0.1,0.72,74.79,2.62,2.09,1.31,0.1,1.11,9.07,53.55,138.67,592.77,794.06,792.75,150,5.285,15-01-1985,0
0,29.4,16.22,22.81,343.46,255.87,-0.1,-2.21,2.21,73.56,3.3,2.28,1.27,0.02,1.27,8.67,53.33,138.39,592.29,792.68,791.41,150,5.276066667,16-01-1985,0
0,28.58,14.7,21.64,325.77,270.76,-0.55,-2.33,2.39,49.85,3.26,2.33,1.22,0,1.37,8.19,53.1,138.1,591.72,791.11,789.89,150,5.265933333,17-01-1985,0
0,28.36,14.1,21.23,309.15,272.61,-0.78,-1.52,1.71,55.9,3.4,2.38,1.22,0,1.39,7.69,52.86,137.79,591.15,789.49,788.27,150,5.255133333,18-01-1985,0
0,28.14,13.75,20.94,324.06,277.18,-0.54,-0.03,0.54,57.93,3.23,2.37,1.19,0,1.35,7.22,52.62,137.45,590.58,787.87,786.68,150,5.244533333,19-01-1985,0
0,29.09,15.58,22.34,347.77,263.88,0.2,-0.47,0.51,80.42,2.69,1.96,0.98,0.06,1.05,7.15,52.42,137.19,590.08,786.84,785.86,150,5.239066667,20-01-1985,0
0,28.62,16.35,22.48,348.95,274.86,-0.83,0.7,1.09,67.7,2.95,2.14,1.2,0.08,1.17,6.88,52.22,136.93,589.57,785.6,784.4,150,5.229333333,21-01-1985,0
0,28.89,16.42,22.66,349.13,247.09,-0.21,-1.43,1.45,76.1,2.82,2.2,1.46,0.81,1.03,7.15,52.04,136.68,589.11,784.98,783.52,150,5.223466667,22-01-1985,0
0,28.36,15.83,22.1,343.72,251.61,0.03,-1.88,1.88,71.47,3.08,2.19,1.18,0.16,1.13,7.01,51.85,136.43,588.66,783.95,782.77,150,5.218466667,23-01-1985,0
0,28.55,15.03,21.79,322.33,282.53,0.29,-2.2,2.22,56.69,3.72,2.46,1.2,0,1.25,6.66,51.64,136.15,588.14,782.59,781.39,150,5.209266667,24-01-1985,0
0,28.28,13.44,20.86,311.23,287.96,-0.41,-2.19,2.23,56.38,3.6,2.44,1.14,0,1.22,6.32,51.43,135.85,587.6,781.2,780.06,150,5.2004,25-01-1985,0
0,28.55,13.51,21.03,322.05,286.86,0.26,-0.85,0.89,65.88,3.52,2.53,1.16,0,1.14,5.99,51.23,135.58,587.06,779.86,778.7,150,5.191333333,26-01-1985,0
0,29.2,14.61,21.9,340.58,281.91,0.93,0.26,0.97,69.61,3.72,2.58,1.16,0,1.06,5.72,51.05,135.29,586.53,778.59,777.43,150,5.182866667,27-01-1985,0
0,30.26,17.16,23.71,348.45,278.22,0.66,0.19,0.69,67.19,3.42,2.51,1.09,0,1.07,5.47,50.86,135.02,585.96,777.31,776.22,150,5.1748,28-01-1985,0
0,30.86,17.73,24.3,358.6,278.91,0.36,-0.89,0.96,66.52,3.21,2.32,0.98,0.06,1.02,5.27,50.7,134.79,585.43,776.19,775.21,150,5.168066667,29-01-1985,0
0,31.02,17.6,24.31,359.4,284.37,0.19,-0.86,0.88,62.79,3.2,2.23,0.92,0.04,1.04,5.11,50.54,134.57,584.94,775.16,774.24,150,5.1616,30-01-1985,0
0,30.99,17.66,24.32,356.9,283.09,0.76,0.37,0.85,67.44,3.16,2.07,0.84,0.06,1.02,5.07,50.37,134.33,584.38,774.15,773.31,150,5.1554,31-01-1985,0
3.07,30.68,17.04,23.86,344.62,272.63,0.66,0.8,1.04,59.84,3.78,2.56,1.01,0.01,1.05,4.9,50.21,134.08,583.82,773.01,775.07,150,5.167133333,01-02-1985,0
0,30.01,16.58,23.3,348.73,286.9,0.7,-1.25,1.43,65.18,3.15,2.21,0.9,0.02,1,4.7,50.03,133.82,583.26,771.81,770.91,150,5.1394,02-02-1985,0
0,30.65,16.3,23.48,331.67,292.33,1.18,-1.74,2.1,52.67,4,2.59,0.99,0,1.04,4.48,49.87,133.57,582.69,770.61,769.62,150,5.1308,03-02-1985,0
0,30.73,15.73,23.23,328.16,296.27,1.56,-1.43,2.12,52.58,4.29,2.77,1.03,0,1.05,4.26,49.71,133.32,582.16,769.45,768.42,150,5.1228,04-02-1985,0
0,31.32,16.2,23.76,341.98,293.73,2.35,1.52,2.8,61.08,4.75,2.68,0.97,0,1.06,4.08,49.54,133.06,581.56,768.24,767.27,150,5.115133333,05-02-1985,0
0,32.17,16.43,24.3,342.18,291.32,1.8,-0.03,1.8,57.24,4.5,2.7,0.95,0,0.98,3.91,49.4,132.82,581.03,767.16,766.21,150,5.108066667,06-02-1985,0
0,30.99,15.11,23.05,322.89,302.65,1.48,-1.34,2,49.09,4.38,2.71,0.93,0,1,3.72,49.25,132.58,580.47,766.02,765.09,150,5.1006,07-02-1985,0
0,31.18,14.67,22.92,321.98,300.64,1.02,-0.91,1.37,47.35,4.37,2.76,0.92,0,0.94,3.55,49.09,132.33,579.89,764.86,763.94,150,5.092933333,08-02-1985,0
0,31.28,16.06,23.67,345.8,283.35,1.25,-0.16,1.26,68.19,3.82,2.31,0.75,0.01,0.96,3.43,48.94,132.07,579.31,763.75,763,150,5.086666667,09-02-1985,0
0,31.23,16.91,24.07,366.68,260.12,1.23,0.65,1.39,64.45,3.47,2.45,0.78,0.5,0.92,3.36,48.79,131.83,578.76,762.74,761.96,150,5.079733333,10-02-1985,0
0,32.07,17.35,24.71,369.74,203.4,1.09,-0.88,1.4,69.29,3.43,2.37,0.74,0.21,0.77,3.39,48.65,131.62,578.28,761.94,761.2,150,5.074666667,11-02-1985,0
0,31.7,17.87,24.78,363.32,252.17,1.46,-0.81,1.67,79.11,3,2.12,0.65,1.7,0.71,3.76,48.53,131.42,577.84,761.55,760.9,150,5.072666667,12-02-1985,0
0,31.08,18.65,24.86,371.08,293.14,0.69,0.5,0.85,75.04,3.08,2.27,1.18,0.03,0.87,3.92,48.42,131.23,577.38,760.95,759.77,150,5.065133333,13-02-1985,0
0.12,31.15,19.32,25.24,376.3,258.79,1.78,2.54,3.1,68.6,3.68,2.64,1.39,0.12,0.97,3.94,48.27,130.99,576.8,760,758.73,150,5.0582,14-02-1985,0
0,31.78,18.28,25.03,362.15,229.84,0.76,-0.47,0.89,70.35,2.46,1.9,0.92,0.19,0.89,3.93,48.14,130.76,576.3,759.13,758.21,150,5.054733333,15-02-1985,0
0,29.69,14.68,22.18,320.92,316.82,1.63,-2.23,2.76,34.74,4.61,2.82,1.13,0,1.05,3.77,48.01,130.57,575.74,758.09,756.96,150,5.0464,16-02-1985,0
0,29.98,12.29,21.14,289.77,327.71,-0.67,-1.41,1.56,38.88,4.52,2.78,0.94,0,1.06,3.58,47.88,130.33,575.17,756.96,756.02,150,5.040133333,17-02-1985,0
0,30.29,12.84,21.56,289.63,330.04,-0.3,-1.84,1.86,43.84,4.62,2.8,0.95,0,1.04,3.4,47.75,130.1,574.64,755.89,754.94,150,5.032933333,18-02-1985,0
0,30.74,13.28,22.01,300.81,329.62,0.5,-1.3,1.39,45.74,4.5,2.91,0.87,0,1.03,3.23,47.64,129.9,574.07,754.84,753.97,150,5.026466667,19-02-1985,0
0,32.39,15.16,23.78,315.47,325.51,1.02,-1.71,1.99,38.59,4.81,3,0.85,0,1,3.07,47.53,129.71,573.52,753.83,752.98,150,5.019866667,20-02-1985,0
0.09,32.78,16.03,24.4,313.31,325.86,1.22,-1.77,2.15,35.71,5.21,3.01,0.83,0,0.99,2.93,47.42,129.49,572.92,752.76,752.02,150,5.013466667,21-02-1985,0
