prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,AWC,Actual_Soil_Saturation_New,station_id,soil_awc_avg
9.48,30.89,22.62,26.76,426.5,165.89,0.26,0.37,0.45,92.4,1.46,1.39,1.36,2.24,0.7,37.79,99.77,234.1,572.89,944.55,952.67,150,6.351133333,27-09-1983,0.196154148,4856.741558319586,3005,0.1961541475
12.32,29.44,22.47,25.96,422.77,222.33,-0.6,0.1,0.61,87.39,2.29,2.08,1.99,2.12,1.37,39.37,100.07,233.9,573.0,946.34,956.67,150,6.3778,28-09-1983,0.196154148,4877.133683854429,3005,0.1961541475
9.43,30.95,22.42,26.68,429.01,216.51,-1.11,0.3,1.15,89.37,2.47,2.28,2.18,2.31,1.29,40.06,100.3,233.7,573.08,947.14,954.39,150,6.3626,29-09-1983,0.196154148,4865.510172299569,3005,0.1961541475
8.11,30.45,22.9,26.67,426.15,173.54,0.06,0.84,0.84,89.27,2.15,1.96,1.92,1.99,0.97,41.24,101.11,233.63,573.2,949.18,955.37,150,6.369133333,30-09-1983,0.196154148,4870.506243055605,3005,0.1961541475
7.8,30.11,22.53,26.32,424.87,198.53,0.55,0.09,0.56,90.6,2.25,2.0,1.95,2.45,0.98,42.09,102.12,233.66,573.32,951.19,957.04,150,6.380266667,01-10-1983,0.196154148,4879.019955466402,3005,0.1961541475
6.65,29.69,22.37,26.03,422.71,196.38,0.15,-0.83,0.84,90.05,2.25,1.99,1.93,2.14,1.17,41.78,102.8,233.71,573.41,951.7,956.42,150,6.376133333,02-10-1983,0.196154148,4875.859176008501,3005,0.1961541475
5.92,30.38,22.54,26.46,416.2,292.17,-0.28,-2.41,2.43,82.41,3.28,2.8,2.7,1.63,2.75,39.89,102.42,233.56,573.43,949.3,952.52,150,6.350133333,03-10-1983,0.196154148,4855.97685361203,3005,0.1961541475
5.13,30.87,22.43,26.65,422.78,230.37,-0.6,-3.14,3.2,85.29,3.0,2.31,2.24,2.29,1.93,39.37,101.92,233.48,573.5,948.27,951.16,150,6.341066667,04-10-1983,0.196154148,4849.043530930184,3005,0.1961541475
2.95,30.13,23.08,26.6,429.32,200.85,-1.28,-2.98,3.24,89.11,2.95,2.39,2.33,2.54,1.48,39.63,101.56,233.37,573.55,948.11,948.73,150,6.324866667,05-10-1983,0.196154148,4836.655314667767,3005,0.1961541475
1.52,30.44,23.18,26.81,426.37,236.54,-2.22,0.39,2.25,91.29,3.42,2.73,2.64,2.31,1.6,40.62,101.75,233.26,573.61,949.24,948.12,150,6.3208,06-10-1983,0.196154148,4833.545515523703,3005,0.1961541475
4.59,30.45,22.7,26.58,422.39,251.74,-1.24,2.43,2.73,87.57,3.25,2.66,2.53,1.69,1.91,40.32,101.96,233.19,573.64,949.11,951.17,150,6.341133333,07-10-1983,0.196154148,4849.09451124402,3005,0.1961541475
0.33,29.77,22.96,26.36,420.61,239.24,1.04,1.72,2.01,86.89,3.35,2.95,2.85,2.49,1.58,40.61,101.95,233.13,573.7,949.39,946.87,150,6.312466667,08-10-1983,0.196154148,4827.172976294065,3005,0.1961541475
4.06,31.33,22.21,26.77,415.27,230.87,1.12,1.15,1.61,88.16,3.26,2.87,2.78,2.31,1.31,40.46,101.73,233.06,573.78,949.03,950.31,150,6.3354,09-10-1983,0.196154148,4844.710204254029,3005,0.1961541475
3.77,31.44,22.01,26.72,405.42,282.68,1.42,1.6,2.14,81.31,3.74,3.22,3.09,1.38,2.55,38.55,101.25,232.8,573.78,946.38,947.06,150,6.313733333,10-10-1983,0.196154148,4828.14160225697,3005,0.1961541475
1.53,31.8,22.61,27.2,410.16,285.53,1.57,1.36,2.08,83.2,2.78,2.4,2.29,1.55,2.54,37.16,100.61,232.48,573.76,944.01,943.25,150,6.288333333,11-10-1983,0.196154148,4808.718102685033,3005,0.1961541475
2.23,30.8,21.41,26.1,395.82,292.08,0.53,-2.48,2.54,75.53,3.63,3.02,2.86,0.9,2.99,35.66,99.99,232.14,573.75,941.54,940.91,150,6.272733333,12-10-1983,0.196154148,4796.78870924715,3005,0.1961541475
0.06,31.08,20.34,25.71,379.13,303.07,0.3,-1.15,1.19,78.95,3.88,3.26,3.06,0.03,3.19,33.15,99.28,231.68,573.68,937.79,934.79,150,6.231933333,13-10-1983,0.196154148,4765.588757178841,3005,0.1961541475
0.77,31.98,20.6,26.29,389.1,301.33,0.61,-1.04,1.21,79.18,3.5,2.96,2.77,0.04,3.07,30.83,98.61,231.2,573.61,934.25,932.25,150,6.215,14-10-1983,0.196154148,4752.639757464216,3005,0.1961541475
0.58,31.92,20.13,26.02,384.13,288.73,1.61,-1.42,2.15,71.2,3.62,2.92,2.71,0.34,3.1,28.78,97.99,230.7,573.53,931.0,928.87,150,6.192466667,15-10-1983,0.196154148,4735.408411387274,3005,0.1961541475
0.0,31.29,18.83,25.06,368.96,300.95,1.27,-0.58,1.4,69.0,3.87,3.15,2.91,0.0,2.95,26.59,97.39,230.19,573.45,927.62,924.71,150,6.164733333,16-10-1983,0.196154148,4714.200600831038,3005,0.1961541475
0.0,31.24,18.94,25.09,370.88,288.8,-0.24,-0.7,0.74,70.39,3.31,2.6,2.39,0.01,2.68,24.7,96.82,229.65,573.35,924.52,922.13,150,6.147533333,17-10-1983,0.196154148,4701.047679861064,3005,0.1961541475
0.44,31.22,18.81,25.02,377.87,290.3,-0.42,-1.41,1.47,67.72,4.07,3.06,2.8,0.03,2.59,22.98,96.27,229.12,573.25,921.62,919.26,150,6.1284,18-10-1983,0.196154148,4686.416329789815,3005,0.1961541475
0.0,30.94,17.07,24.01,349.75,296.2,-0.3,-2.27,2.29,62.17,4.35,2.99,2.73,0.01,2.57,21.25,95.71,228.55,573.13,918.64,915.91,150,6.106066667,19-10-1983,0.196154148,4669.337924654385,3005,0.1961541475
0.0,29.85,15.26,22.56,340.07,307.41,-0.21,-1.74,1.75,61.95,4.31,3.06,2.79,0.0,2.37,19.74,95.15,227.98,573.02,915.89,913.1,150,6.087333333,20-10-1983,0.196154148,4655.012456466158,3005,0.1961541475
0.0,29.15,16.22,22.68,340.48,304.47,-0.43,-2.13,2.17,63.86,4.17,3.05,2.77,0.0,2.12,18.41,94.61,227.41,572.91,913.34,910.57,150,6.070466667,21-10-1983,0.196154148,4642.11443706537,3005,0.1961541475
0.0,29.47,14.91,22.19,345.48,303.57,-0.87,-1.1,1.4,67.0,3.96,3.05,2.76,0.0,1.97,17.24,94.09,226.85,572.78,910.96,908.2,150,6.054666667,22-10-1983,0.196154148,4630.0321026859765,3005,0.1961541475
0.0,29.91,15.41,22.66,365.21,291.82,0.08,-0.77,0.77,66.41,3.8,3.01,2.71,0.0,1.83,16.19,93.59,226.3,572.65,908.73,906.02,150,6.040133333,23-10-1983,0.196154148,4618.918394269486,3005,0.1961541475
0.0,30.17,16.12,23.15,360.5,290.37,-0.28,-2.6,2.62,49.79,4.4,3.03,2.73,0.01,1.92,15.09,93.12,225.77,572.53,906.51,903.78,150,6.0252,24-10-1983,0.196154148,4607.498803969975,3005,0.1961541475
0.0,30.73,16.2,23.46,355.66,282.75,-0.54,-2.08,2.15,54.59,4.48,2.94,2.64,0.01,1.79,14.05,92.63,225.2,572.39,904.27,901.63,150,6.010866667,25-10-1983,0.196154148,4596.538036494997,3005,0.1961541475
0.0,29.53,14.78,22.16,345.74,294.9,-1.32,-1.74,2.18,55.74,4.45,2.91,2.61,0.0,1.65,13.16,92.14,224.64,572.25,902.19,899.58,150,5.9972,26-10-1983,0.196154148,4586.087072158391,3005,0.1961541475
0.0,29.03,14.55,21.79,351.66,285.28,-0.9,-1.69,1.91,55.13,4.39,2.86,2.57,0.0,1.53,12.37,91.66,224.09,572.11,900.23,897.66,150,5.9844,27-10-1983,0.196154148,4576.298851901666,3005,0.1961541475
0.0,28.63,14.48,21.56,342.66,288.05,-0.48,-2.04,2.1,50.33,4.35,2.71,2.42,0.0,1.47,11.64,91.19,223.54,571.97,898.34,895.92,150,5.9728,28-10-1983,0.196154148,4567.42827729401,3005,0.1961541475
0.0,28.52,13.97,21.24,335.59,293.32,-1.01,-1.99,2.23,51.01,4.13,2.75,2.46,0.0,1.45,10.99,90.72,222.98,571.83,896.52,894.06,150,5.9604,29-10-1983,0.196154148,4557.9459389203075,3005,0.1961541475
0.0,27.94,15.06,21.5,360.72,271.51,-1.09,-1.14,1.58,65.93,3.65,2.55,2.29,0.03,1.29,10.46,90.26,222.44,571.69,894.85,892.56,150,5.9504,30-10-1983,0.196154148,4550.298891844742,3005,0.1961541475
0.0,28.36,16.52,22.44,381.79,251.02,-0.75,-1.43,1.61,66.33,4.05,2.92,2.61,0.11,1.19,10.1,89.83,221.92,571.56,893.41,890.8,150,5.938666667,31-10-1983,0.196154148,4541.326356609411,3005,0.1961541475
0.0,30.04,17.1,23.57,377.5,269.36,0.0,-1.94,1.94,60.73,4.31,2.86,2.55,0.03,1.15,9.72,89.43,221.44,571.42,892.01,889.46,150,5.929733333,01-11-1983,0.196154148,4534.494994555239,3005,0.1961541475
0.0,30.33,15.84,23.08,359.9,282.63,0.3,-1.52,1.55,58.85,4.2,2.75,2.45,0.0,1.1,9.23,89.04,220.94,571.29,890.5,888.05,150,5.920333333,02-11-1983,0.196154148,4527.306770304207,3005,0.1961541475
0.0,30.4,14.36,22.38,344.27,286.75,-0.04,-1.61,1.61,56.44,3.98,2.66,2.37,0.0,1.06,8.78,88.65,220.45,571.14,889.02,886.65,150,5.911,03-11-1983,0.196154148,4520.169526367012,3005,0.1961541475
0.0,30.14,13.3,21.72,336.98,286.66,-0.59,-1.25,1.38,59.24,4.14,2.62,2.33,0.0,1.04,8.39,88.26,219.95,571.0,887.6,885.27,150,5.9018,04-11-1983,0.196154148,4513.134243057491,3005,0.1961541475
0.0,29.36,12.89,21.12,329.99,288.16,-0.99,-1.37,1.69,61.26,4.0,2.61,2.32,0.0,1.07,8.05,87.84,219.43,570.85,886.17,883.85,150,5.892333333,05-11-1983,0.196154148,4505.895038492623,3005,0.1961541475
0.0,28.64,13.43,21.04,332.32,285.58,-0.4,-2.21,2.25,52.12,4.09,2.61,2.31,0.0,1.04,7.74,87.43,218.92,570.7,884.79,882.48,150,5.8832,06-11-1983,0.196154148,4498.910735496939,3005,0.1961541475
0.0,28.04,13.27,20.66,328.94,285.15,-0.46,-2.55,2.59,48.53,4.29,2.56,2.26,0.0,1.02,7.42,87.02,218.4,570.56,883.4,881.14,150,5.874266667,07-11-1983,0.196154148,4492.079373442767,3005,0.1961541475
0.0,28.14,12.25,20.2,323.08,285.78,-0.41,-2.35,2.39,53.88,4.2,2.51,2.21,0.0,1.03,7.14,86.6,217.87,570.4,882.01,879.8,150,5.865333333,08-11-1983,0.196154148,4485.248011388594,3005,0.1961541475
0.0,28.07,11.37,19.72,317.55,285.92,-0.29,-2.39,2.41,51.85,4.1,2.46,2.16,0.0,1.0,6.88,86.2,217.36,570.27,880.71,878.55,150,5.857,09-11-1983,0.196154148,4478.875472158956,3005,0.1961541475
0.0,27.37,10.62,19.0,311.87,286.23,-0.16,-1.95,1.96,53.88,3.8,2.44,2.13,0.0,0.98,6.64,85.8,216.84,570.11,879.39,877.26,150,5.8484,10-11-1983,0.196154148,4472.299011673969,3005,0.1961541475
0.0,27.77,10.33,19.05,313.35,283.77,-0.06,-1.47,1.47,55.65,3.96,2.4,2.09,0.0,0.92,6.41,85.43,216.35,569.97,878.16,876.07,150,5.840466667,11-11-1983,0.196154148,4466.232354327354,3005,0.1961541475
0.0,27.97,10.34,19.16,313.39,282.89,-0.33,-1.67,1.7,55.9,3.9,2.37,2.05,0.0,0.91,6.19,85.06,215.85,569.83,876.93,874.88,150,5.832533333,12-11-1983,0.196154148,4460.165696980738,3005,0.1961541475
0.0,27.52,9.98,18.75,311.62,282.7,-0.74,-1.93,2.07,51.51,3.89,2.37,2.03,0.0,0.92,6.0,84.68,215.36,569.68,875.72,873.69,150,5.8246,13-11-1983,0.196154148,4454.099039634123,3005,0.1961541475
0.0,27.53,9.88,18.71,315.32,280.38,-0.84,-1.09,1.38,58.71,3.68,2.35,2.0,0.0,0.88,5.82,84.32,214.87,569.53,874.54,872.54,150,5.816933333,14-11-1983,0.196154148,4448.236303542855,3005,0.1961541475
0.0,28.01,10.22,19.12,316.77,279.4,-0.82,-1.09,1.36,54.2,3.71,2.38,2.01,0.0,0.86,5.64,83.97,214.39,569.39,873.39,871.38,150,5.8092,15-11-1983,0.196154148,4442.322587137751,3005,0.1961541475
0.0,28.26,10.59,19.42,320.15,276.81,-0.3,-1.24,1.28,54.35,3.71,2.36,1.98,0.0,0.83,5.47,83.64,213.93,569.25,872.29,870.31,150,5.802066667,16-11-1983,0.196154148,4436.86769355718,3005,0.1961541475
0.0,28.81,10.87,19.84,322.08,275.33,-0.5,-0.95,1.07,55.68,3.74,2.35,1.95,0.0,0.81,5.3,83.33,213.47,569.11,871.21,869.26,150,5.795066667,17-11-1983,0.196154148,4431.514760604285,3005,0.1961541475
0.0,28.5,11.09,19.8,322.25,273.63,-0.59,-0.85,1.03,57.29,3.67,2.32,1.93,0.0,0.81,5.15,83.01,213.01,568.97,870.14,868.21,150,5.788066667,18-11-1983,0.196154148,4426.161827651389,3005,0.1961541475
0.0,28.44,11.18,19.81,322.4,273.11,-0.87,-0.85,1.22,57.61,3.72,2.31,1.89,0.0,0.78,5.01,82.7,212.56,568.83,869.1,867.21,150,5.7814,19-11-1983,0.196154148,4421.063796267678,3005,0.1961541475
0.0,28.31,11.21,19.76,321.61,271.69,-1.05,-1.23,1.62,57.14,3.79,2.28,1.85,0.0,0.8,4.87,82.38,212.09,568.68,868.02,866.17,150,5.774466667,20-11-1983,0.196154148,4415.761843628618,3005,0.1961541475
0.0,27.62,10.63,19.12,315.03,271.71,-1.0,-1.66,1.94,53.18,3.85,2.23,1.79,0.0,0.81,4.75,82.05,211.61,568.53,866.94,865.15,150,5.767666667,21-11-1983,0.196154148,4410.561851617234,3005,0.1961541475
0.0,26.82,9.95,18.38,311.26,271.66,-0.88,-1.99,2.18,46.87,3.84,2.22,1.76,0.0,0.81,4.63,81.72,211.14,568.38,865.87,864.11,150,5.760733333,22-11-1983,0.196154148,4405.259898978175,3005,0.1961541475
0.0,26.17,10.1,18.14,314.33,270.46,-0.79,-1.98,2.13,51.86,3.81,2.22,1.75,0.0,0.81,4.52,81.4,210.67,568.24,864.83,863.08,150,5.753866667,23-11-1983,0.196154148,4400.008926652953,3005,0.1961541475
0.0,26.39,10.89,18.64,332.28,264.65,-0.89,-1.41,1.67,56.93,3.63,2.28,1.8,0.0,0.76,4.41,81.1,210.22,568.09,863.82,862.02,150,5.7468,24-11-1983,0.196154148,4394.60501338622,3005,0.1961541475
0.0,27.24,12.38,19.81,357.53,237.22,-0.97,-1.2,1.54,60.69,3.28,2.12,1.63,0.0,0.74,4.32,80.8,209.77,567.95,862.84,861.21,150,5.7414,25-11-1983,0.196154148,4390.475607965414,3005,0.1961541475
0.02,27.43,15.72,21.58,385.58,152.7,-1.61,-1.23,2.03,57.79,1.78,0.72,0.57,0.12,0.56,4.28,80.55,209.41,567.84,862.08,861.53,150,5.743533333,26-11-1983,0.196154148,4392.106978008202,3005,0.1961541475
0.0,26.19,15.62,20.9,372.45,226.78,-1.13,-0.7,1.33,64.61,3.58,2.12,1.61,0.02,0.74,4.2,80.26,208.97,567.71,861.14,859.53,150,5.7302,27-11-1983,0.196154148,4381.91091524078,3005,0.1961541475
0.0,27.39,13.72,20.56,357.1,236.07,-0.75,-1.22,1.43,58.69,3.29,1.88,1.41,0.0,0.73,4.12,79.97,208.52,567.56,860.17,858.76,150,5.725066667,28-11-1983,0.196154148,4377.9854310753235,3005,0.1961541475
0.0,27.45,12.17,19.81,342.43,248.59,-0.16,-1.48,1.49,51.64,3.42,2.07,1.53,0.0,0.73,4.03,79.69,208.08,567.41,859.21,857.68,150,5.717866667,29-11-1983,0.196154148,4372.479557180915,3005,0.1961541475
0.0,27.04,10.24,18.64,319.53,261.3,-0.18,-1.17,1.18,53.92,3.54,2.09,1.54,0.0,0.72,3.94,79.41,207.64,567.27,858.26,856.72,150,5.711466667,30-11-1983,0.196154148,4367.585447052554,3005,0.1961541475
0.0,25.68,9.88,17.78,319.47,261.48,-0.63,0.47,0.79,59.42,3.23,2.18,1.58,0.0,0.71,3.86,79.14,207.21,567.13,857.34,855.76,150,5.705066667,01-12-1983,0.196154148,4362.691336924191,3005,0.1961541475
0.0,26.94,10.5,18.72,322.29,259.96,-0.94,0.65,1.14,57.93,3.19,2.26,1.61,0.0,0.71,3.79,78.88,206.8,567.0,856.47,854.86,150,5.699066667,02-12-1983,0.196154148,4358.103108678852,3005,0.1961541475
0.0,27.27,12.25,19.76,344.15,252.3,-0.8,0.11,0.81,59.04,3.18,2.09,1.47,0.0,0.7,3.72,78.62,206.38,566.86,855.58,854.11,150,5.694066667,03-12-1983,0.196154148,4354.279585141069,3005,0.1961541475
0.0,27.22,12.03,19.62,336.61,245.72,-1.01,-1.04,1.45,52.8,3.38,2.06,1.46,0.0,0.69,3.66,78.36,205.96,566.72,854.7,853.24,150,5.688266667,04-12-1983,0.196154148,4349.84429783724,3005,0.1961541475
0.0,27.21,12.24,19.73,323.82,256.68,-0.92,-1.55,1.8,56.82,3.51,2.14,1.52,0.0,0.67,3.6,78.11,205.55,566.57,853.83,852.31,150,5.682066667,05-12-1983,0.196154148,4345.103128650389,3005,0.1961541475
0.0,25.83,10.66,18.24,313.75,254.68,-0.23,-2.29,2.3,51.64,3.47,1.99,1.37,0.0,0.68,3.54,77.86,205.14,566.44,852.98,851.61,150,5.6774,06-12-1983,0.196154148,4341.534506681793,3005,0.1961541475
0.0,24.69,8.38,16.54,306.66,238.27,-1.16,-1.86,2.19,54.96,3.31,1.93,1.34,0.0,0.65,3.49,77.62,204.75,566.31,852.17,850.83,150,5.6722,07-12-1983,0.196154148,4337.558042202499,3005,0.1961541475
0.0,24.03,7.89,15.96,305.76,254.3,-1.36,-1.29,1.87,55.31,3.28,2.03,1.36,0.0,0.65,3.44,77.37,204.35,566.18,851.34,849.98,150,5.666533333,08-12-1983,0.196154148,4333.224715526344,3005,0.1961541475
0.0,24.39,9.11,16.75,316.07,254.87,-1.53,-0.33,1.57,60.44,3.18,2.06,1.37,0.0,0.66,3.4,77.13,203.96,566.05,850.54,849.17,150,5.661133333,09-12-1983,0.196154148,4329.095310105538,3005,0.1961541475
0.0,24.83,10.0,17.42,323.2,244.03,-0.64,-1.07,1.25,63.73,3.09,2.07,1.39,0.0,0.64,3.35,76.9,203.57,565.92,849.74,848.35,150,5.655666667,10-12-1983,0.196154148,4324.914924370896,3005,0.1961541475
0.0,25.77,10.85,18.31,328.71,251.1,-0.65,-0.78,1.02,66.07,3.17,2.12,1.36,0.0,0.62,3.31,76.68,203.19,565.78,848.96,847.6,150,5.650666667,11-12-1983,0.196154148,4321.091400833113,3005,0.1961541475
0.0,25.76,10.25,18.01,319.2,256.05,-0.92,-1.23,1.54,60.17,3.12,2.12,1.34,0.0,0.62,3.26,76.46,202.8,565.65,848.17,846.83,150,5.645533333,12-12-1983,0.196154148,4317.165916667656,3005,0.1961541475
0.0,26.26,9.34,17.8,312.6,257.68,-1.55,-0.3,1.58,58.36,3.13,2.11,1.31,0.0,0.62,3.22,76.24,202.42,565.51,847.39,846.08,150,5.640533333,13-12-1983,0.196154148,4313.342393129873,3005,0.1961541475
0.0,26.57,10.23,18.4,321.32,251.96,-1.08,-0.31,1.12,62.93,3.1,2.14,1.31,0.0,0.6,3.18,76.02,202.05,565.38,846.63,845.32,150,5.635466667,14-12-1983,0.196154148,4309.467889278253,3005,0.1961541475
0.02,26.52,10.77,18.64,325.76,254.45,-1.21,-1.45,1.89,62.02,3.28,2.12,1.27,0.0,0.59,3.15,75.82,201.68,565.25,845.9,844.65,150,5.631,15-12-1983,0.196154148,4306.052208251166,3005,0.1961541475
0.09,26.65,10.39,18.52,324.39,254.01,-1.29,-0.59,1.42,55.72,3.36,2.09,1.27,0.0,0.59,3.11,75.61,201.31,565.11,845.14,843.96,150,5.6264,16-12-1983,0.196154148,4302.534566596407,3005,0.1961541475
0.0,27.32,10.72,19.02,328.57,253.46,-1.45,-0.59,1.57,55.22,3.36,2.11,1.23,0.0,0.59,3.07,75.42,200.95,564.98,844.42,843.19,150,5.621266667,17-12-1983,0.196154148,4298.6090824309495,3005,0.1961541475
0.0,27.23,10.52,18.88,326.01,253.37,-0.87,0.61,1.06,54.02,3.25,2.12,1.22,0.0,0.59,3.04,75.22,200.59,564.83,843.68,842.46,150,5.6164,18-12-1983,0.196154148,4294.88751952084,3005,0.1961541475
0.0,27.84,10.67,19.26,322.11,254.9,-0.8,0.9,1.2,57.6,3.11,2.11,1.19,0.0,0.59,3.01,75.02,200.22,564.7,842.95,841.76,150,5.611733333,19-12-1983,0.196154148,4291.318897552243,3005,0.1961541475
0.0,27.92,11.09,19.51,330.84,247.4,-0.73,0.68,1.0,55.48,3.23,2.1,1.17,0.0,0.57,2.97,74.83,199.87,564.55,842.22,841.05,150,5.607,20-12-1983,0.196154148,4287.699295269808,3005,0.1961541475
0.0,28.54,11.18,19.86,322.31,253.79,-1.41,0.45,1.48,53.58,3.33,2.06,1.14,0.0,0.58,2.95,74.64,199.51,564.41,841.51,840.37,150,5.602466667,21-12-1983,0.196154148,4284.232633928886,3005,0.1961541475
0.0,27.79,11.06,19.42,321.11,252.38,-1.23,-0.16,1.24,51.83,3.3,2.1,1.19,0.0,0.57,2.92,74.46,199.16,564.28,840.82,839.63,150,5.597533333,22-12-1983,0.196154148,4280.460090704939,3005,0.1961541475
0.0,27.7,11.43,19.56,330.45,249.01,-1.08,-0.2,1.1,53.03,3.26,2.04,1.16,0.0,0.56,2.89,74.28,198.82,564.14,840.13,838.97,150,5.593133333,23-12-1983,0.196154148,4277.09538999169,3005,0.1961541475
0.23,27.87,12.19,20.03,377.56,154.43,-0.63,0.93,1.12,65.06,3.05,1.89,1.1,0.23,0.47,3.01,74.13,198.55,564.03,839.72,838.85,150,5.592333333,24-12-1983,0.196154148,4276.483626225645,3005,0.1961541475
3.62,26.07,16.36,21.22,394.15,74.23,-0.59,-0.51,0.78,90.61,1.05,0.76,0.74,1.16,0.15,7.65,74.09,198.45,564.0,844.19,847.07,150,5.647133333,25-12-1983,0.196154148,4318.389444199746,3005,0.1961541475
6.57,22.95,14.41,18.68,355.56,154.61,1.53,0.08,1.53,76.0,1.75,1.28,1.19,0.68,0.27,11.09,74.02,198.34,563.97,847.42,852.8,150,5.685333333,26-12-1983,0.196154148,4347.601164028408,3005,0.1961541475
0.57,22.77,9.73,16.25,290.1,261.25,0.82,-2.32,2.46,44.32,2.99,1.93,1.7,0.03,0.85,10.72,73.85,198.03,563.86,846.46,845.33,150,5.635533333,27-12-1983,0.196154148,4309.51886959209,3005,0.1961541475
0.0,20.55,5.86,13.2,278.02,264.0,-0.62,-0.19,0.65,59.97,2.7,1.94,1.54,0.0,0.8,10.34,73.68,197.72,563.75,845.49,843.95,150,5.626333333,28-12-1983,0.196154148,4302.483586282569,3005,0.1961541475
0.03,23.55,6.92,15.24,292.23,262.2,-0.36,0.06,0.36,61.05,2.73,2.07,1.47,0.0,0.8,10.0,73.52,197.4,563.63,844.55,843.11,150,5.620733333,29-12-1983,0.196154148,4298.201239920252,3005,0.1961541475
0.0,25.18,10.32,17.75,338.13,236.08,-0.34,-0.1,0.35,60.55,2.69,2.05,1.33,0.01,0.8,9.67,73.35,197.07,563.51,843.6,842.27,150,5.615133333,30-12-1983,0.196154148,4293.918893557935,3005,0.1961541475
0.01,26.36,12.05,19.2,354.49,194.59,-2.11,0.33,2.14,57.21,2.79,1.89,1.29,0.14,0.71,9.51,73.2,196.79,563.4,842.9,841.62,150,5.6108,31-12-1983,0.196154148,4290.605173158524,3005,0.1961541475
5.31,26.18,13.79,19.98,381.55,91.93,-2.06,0.35,2.09,88.41,1.3,1.07,1.06,0.82,0.23,12.31,73.15,196.68,563.36,845.5,849.75,150,5.665,01-01-1984,0.196154148,4332.052168308091,3005,0.1961541475
13.18,21.97,13.22,17.6,383.55,61.43,0.41,0.45,0.61,95.46,0.56,0.67,0.66,0.78,0.06,19.9,73.14,196.64,563.35,853.03,865.55,150,5.770333333,02-01-1984,0.196154148,4412.601064170718,3005,0.1961541475
2.21,20.75,12.07,16.41,325.37,226.16,-0.66,-0.99,1.19,75.89,1.75,1.4,1.32,0.26,0.82,19.67,73.03,196.43,563.26,852.39,853.28,150,5.688533333,03-01-1984,0.196154148,4350.048219092589,3005,0.1961541475
0.21,22.43,10.51,16.47,329.52,237.94,-0.36,0.34,0.5,75.26,2.56,2.16,1.95,0.0,1.05,18.92,72.9,196.17,563.16,851.15,849.41,150,5.662733333,04-01-1984,0.196154148,4330.318837637629,3005,0.1961541475
0.19,24.58,13.0,18.79,366.7,157.41,-1.19,1.15,1.65,75.69,2.17,1.82,1.79,0.05,0.86,18.38,72.79,195.95,563.08,850.2,848.6,150,5.657333333,05-01-1984,0.196154148,4326.189432216824,3005,0.1961541475
6.44,25.56,15.0,20.28,372.79,154.31,-1.09,0.47,1.19,88.97,1.73,1.56,1.55,0.7,0.51,19.27,72.73,195.84,563.05,850.89,855.78,150,5.7052,06-01-1984,0.196154148,4362.793297551865,3005,0.1961541475
3.24,24.4,14.33,19.36,377.11,119.08,-0.84,-0.39,0.93,92.25,2.07,1.77,1.73,0.68,0.25,20.81,72.69,195.75,563.02,852.27,853.78,150,5.691866667,07-01-1984,0.196154148,4352.5972347844445,3005,0.1961541475
2.93,23.65,14.58,19.11,383.23,130.42,-0.84,0.21,0.87,89.13,1.68,1.42,1.4,0.7,0.35,21.53,72.64,195.63,562.96,852.76,854.29,150,5.695266667,08-01-1984,0.196154148,4355.197230790137,3005,0.1961541475
4.8,21.88,14.48,18.18,365.43,199.53,-1.09,0.88,1.4,84.25,1.66,1.47,1.38,0.43,0.85,21.47,72.55,195.4,562.88,852.3,855.72,150,5.7048,09-01-1984,0.196154148,4362.487415668843,3005,0.1961541475
0.6,24.45,14.55,19.5,360.74,211.5,-0.54,0.49,0.73,80.05,2.28,1.96,1.76,0.22,0.97,20.91,72.43,195.14,562.77,851.25,850.09,150,5.667266667,10-01-1984,0.196154148,4333.785498978553,3005,0.1961541475
0.01,26.34,14.15,20.24,352.85,244.4,-0.34,-0.27,0.43,78.14,2.86,2.4,2.05,0.0,1.24,20.01,72.3,194.86,562.65,849.82,847.78,150,5.651866667,11-01-1984,0.196154148,4322.009046482181,3005,0.1961541475
0.0,27.94,15.38,21.66,347.08,258.35,-0.61,-0.05,0.61,70.37,3.01,2.41,1.99,0.0,1.38,19.02,72.16,194.57,562.52,848.27,846.28,150,5.641866667,12-01-1984,0.196154148,4314.361999406615,3005,0.1961541475
0.0,28.8,15.07,21.94,348.22,257.28,-0.13,0.36,0.38,69.08,3.02,2.42,1.98,0.0,1.36,18.04,72.03,194.27,562.38,846.72,844.74,150,5.6316,13-01-1984,0.196154148,4306.511031075701,3005,0.1961541475
0.0,28.21,14.92,21.56,352.13,257.12,-0.28,1.27,1.3,65.48,2.99,2.34,1.85,0.0,1.38,17.08,71.89,193.98,562.25,845.2,843.35,150,5.622333333,14-01-1984,0.196154148,4299.424767452343,3005,0.1961541475
